date,membership_tier,daily_visitors,new_registrations,inactive_members,net_change,return_rate,avg_ticket_price,daily_revenue,arpv,fast_pass_attachment_rate,avg_ancillary_spend,month,dow
2024-09-29,standard_pass,1093,69,21,48,0.6104,79.0,175115.39,160.22,0.1138,74.5,9,6
2024-09-29,premium_pass,627,61,12,49,0.7728,125.31,141882.29,226.29,0.6565,62.24,9,6
2024-09-29,vip_pass,96,9,1,8,0.8453,230.72,37607.37,391.74,0.8985,108.02,9,6
2024-09-30,standard_pass,634,37,12,25,0.633,79.0,95112.36,150.02,0.164,61.34,9,0
2024-09-30,premium_pass,362,25,7,18,0.7276,139.0,92619.83,255.86,0.546,84.64,9,0
2024-09-30,vip_pass,52,3,1,2,0.8388,249.0,22260.6,428.09,0.9166,125.01,9,0
2024-10-01,standard_pass,918,50,18,32,0.6159,79.0,144748.39,157.68,0.1754,68.33,10,1
2024-10-01,premium_pass,605,66,12,54,0.7918,139.0,140522.33,232.27,0.5277,62.13,10,1
2024-10-01,vip_pass,84,4,1,3,0.7784,249.0,35606.73,423.89,0.8742,123.31,10,1
2024-10-02,standard_pass,985,105,19,86,0.636,79.0,150205.42,152.49,0.1306,65.79,10,2
2024-10-02,premium_pass,656,43,13,30,0.7825,139.0,159686.63,243.42,0.6602,65.47,10,2
2024-10-02,vip_pass,89,7,1,6,0.824,249.0,36670.94,412.03,0.8316,113.97,10,2
2024-10-03,standard_pass,1167,104,23,81,0.6597,65.96,169705.42,145.42,0.3339,59.76,10,3
2024-10-03,premium_pass,607,38,12,26,0.6889,139.0,151506.95,249.6,0.5824,76.24,10,3
2024-10-03,vip_pass,83,9,1,8,0.8421,228.18,34027.4,409.97,0.9558,125.4,10,3
2024-10-04,standard_pass,1441,83,28,55,0.6811,79.0,227226.44,157.69,0.2423,64.39,10,4
2024-10-04,premium_pass,791,68,15,53,0.7529,120.27,177007.91,223.78,0.5638,70.24,10,4
2024-10-04,vip_pass,115,6,2,4,0.8598,249.0,45471.16,395.4,0.9523,90.22,10,4
2024-10-05,standard_pass,1482,165,29,136,0.5789,70.9,238515.05,160.94,0.3221,71.04,10,5
2024-10-05,premium_pass,992,93,19,74,0.7378,139.0,262289.51,264.4,0.5492,93.0,10,5
2024-10-05,vip_pass,135,14,2,12,0.8113,249.0,54409.48,403.03,0.9369,98.75,10,5
2024-10-06,standard_pass,1581,116,31,85,0.6596,71.46,238272.67,150.71,0.2118,66.76,10,6
2024-10-06,premium_pass,958,113,19,94,0.7646,139.0,230757.71,240.87,0.6336,64.49,10,6
2024-10-06,vip_pass,132,15,2,13,0.8262,212.73,52249.49,395.83,0.9623,126.32,10,6
2024-10-07,standard_pass,948,77,18,59,0.6469,79.0,154490.07,162.96,0.1883,72.86,10,0
2024-10-07,premium_pass,547,39,10,29,0.7276,139.0,134535.02,245.95,0.5822,72.6,10,0
2024-10-07,vip_pass,75,5,1,4,0.8637,249.0,30406.52,405.42,0.9833,98.41,10,0
2024-10-08,standard_pass,933,54,18,36,0.6403,79.0,152444.59,163.39,0.2254,71.09,10,1
2024-10-08,premium_pass,609,49,12,37,0.7259,139.0,159397.4,261.74,0.5761,88.74,10,1
2024-10-08,vip_pass,76,6,1,5,0.8393,249.0,29542.48,388.72,0.8411,90.09,10,1
2024-10-09,standard_pass,1110,119,22,97,0.6436,79.0,174105.93,156.85,0.2789,61.39,10,2
2024-10-09,premium_pass,549,56,10,46,0.7118,139.0,132120.7,240.66,0.5968,66.45,10,2
2024-10-09,vip_pass,77,7,1,6,0.8329,249.0,31020.73,402.87,0.8903,101.34,10,2
2024-10-10,standard_pass,1050,96,21,75,0.6724,79.0,171524.19,163.36,0.2899,67.25,10,3
2024-10-10,premium_pass,653,42,13,29,0.7239,125.3,162308.33,248.56,0.5629,90.05,10,3
2024-10-10,vip_pass,98,9,1,8,0.8397,249.0,42251.76,431.14,0.9842,124.07,10,3
2024-10-11,standard_pass,1423,154,28,126,0.6362,79.0,211510.06,148.64,0.2578,54.42,10,4
2024-10-11,premium_pass,871,45,17,28,0.7142,139.0,209230.99,240.22,0.5943,66.16,10,4
2024-10-11,vip_pass,107,9,2,7,0.8426,249.0,46241.59,432.16,0.8911,130.59,10,4
2024-10-12,standard_pass,1483,141,29,112,0.6323,79.0,227547.89,153.44,0.1971,62.81,10,5
2024-10-12,premium_pass,978,70,19,51,0.6849,139.0,234647.49,239.93,0.5203,70.23,10,5
2024-10-12,vip_pass,127,9,2,7,0.7825,249.0,51153.39,402.78,0.9406,98.28,10,5
2024-10-13,standard_pass,1660,95,33,62,0.6707,79.0,276910.21,166.81,0.2333,74.05,10,6
2024-10-13,premium_pass,889,103,17,86,0.7144,139.0,219557.47,246.97,0.6329,70.63,10,6
2024-10-13,vip_pass,117,7,2,5,0.8247,249.0,45940.8,392.66,0.8744,92.07,10,6
2024-10-14,standard_pass,844,80,16,64,0.6354,79.0,131889.81,156.27,0.2737,61.12,10,0
2024-10-14,premium_pass,550,53,11,42,0.7084,120.7,136595.82,248.36,0.6182,91.18,10,0
2024-10-14,vip_pass,77,8,1,7,0.8627,249.0,33964.67,441.1,0.98,134.28,10,0
2024-10-15,standard_pass,1005,67,20,47,0.6445,79.0,165517.01,164.69,0.2269,72.31,10,1
2024-10-15,premium_pass,552,51,11,40,0.6983,139.0,140313.61,254.19,0.4833,86.67,10,1
2024-10-15,vip_pass,87,10,1,9,0.834,249.0,34850.76,400.58,0.9143,97.64,10,1
2024-10-16,standard_pass,937,64,18,46,0.657,79.0,137571.13,146.82,0.256,52.71,10,2
2024-10-16,premium_pass,624,32,12,20,0.7935,128.36,141397.56,226.6,0.5087,68.23,10,2
2024-10-16,vip_pass,88,6,1,5,0.8031,233.17,34019.1,386.58,0.931,98.48,10,2
2024-10-17,standard_pass,1152,138,23,115,0.6294,79.0,188300.65,163.46,0.1778,73.96,10,3
2024-10-17,premium_pass,684,58,13,45,0.7382,139.0,183253.97,267.92,0.596,93.75,10,3
2024-10-17,vip_pass,84,5,1,4,0.8215,249.0,34080.85,405.72,0.8951,103.92,10,3
2024-10-18,standard_pass,1255,92,25,67,0.6508,79.0,178565.95,142.28,0.2252,50.0,10,4
2024-10-18,premium_pass,875,94,17,77,0.7398,113.71,199280.34,227.75,0.5714,80.33,10,4
2024-10-18,vip_pass,123,10,2,8,0.8244,249.0,52692.38,428.39,0.9797,121.59,10,4
2024-10-19,standard_pass,1491,112,29,83,0.6316,79.0,229021.92,153.6,0.2298,61.04,10,5
2024-10-19,premium_pass,1023,85,20,65,0.7417,139.0,263799.76,257.87,0.6446,80.84,10,5
2024-10-19,vip_pass,143,11,2,9,0.8791,249.0,57109.21,399.37,0.9856,92.22,10,5
2024-10-20,standard_pass,1413,72,28,44,0.6396,79.0,226792.66,160.5,0.2445,67.08,10,6
2024-10-20,premium_pass,865,73,17,56,0.7933,111.38,177140.98,204.79,0.5544,60.7,10,6
2024-10-20,vip_pass,130,10,2,8,0.8228,249.0,55147.2,424.21,0.9204,120.9,10,6
2024-10-21,standard_pass,901,91,18,73,0.6702,79.0,127593.75,141.61,0.1914,51.32,10,0
2024-10-21,premium_pass,503,47,10,37,0.7408,139.0,134355.15,267.11,0.64,90.35,10,0
2024-10-21,vip_pass,78,6,1,5,0.7866,249.0,31671.31,406.04,0.917,102.94,10,0
2024-10-22,standard_pass,1065,89,21,68,0.7331,79.0,169605.3,159.25,0.1903,69.02,10,1
2024-10-22,premium_pass,559,56,11,45,0.743,139.0,143797.38,257.24,0.7119,76.24,10,1
2024-10-22,vip_pass,76,8,1,7,0.841,249.0,31879.2,419.46,0.9133,116.58,10,1
2024-10-23,standard_pass,1034,61,20,41,0.626,79.0,154743.76,149.66,0.2076,58.41,10,2
2024-10-23,premium_pass,631,41,12,29,0.7403,139.0,160695.16,254.67,0.5221,84.86,10,2
2024-10-23,vip_pass,84,7,1,6,0.793,249.0,33312.63,396.58,0.9679,90.47,10,2
2024-10-24,standard_pass,1183,73,23,50,0.6123,79.0,192169.91,162.44,0.2566,68.3,10,3
2024-10-24,premium_pass,653,60,13,47,0.7148,139.0,159672.91,244.52,0.5406,73.63,10,3
2024-10-24,vip_pass,94,9,1,8,0.8098,249.0,38224.34,406.64,0.8828,105.56,10,3
2024-10-25,standard_pass,1295,66,25,41,0.6119,71.26,194670.43,150.32,0.1576,69.76,10,4
2024-10-25,premium_pass,741,45,14,31,0.7653,124.18,172628.03,232.97,0.6436,70.81,10,4
2024-10-25,vip_pass,111,11,2,9,0.818,249.0,45762.07,412.27,0.9822,105.32,10,4
2024-10-26,standard_pass,1682,141,33,108,0.6647,79.0,273744.09,162.75,0.2474,69.15,10,5
2024-10-26,premium_pass,996,69,19,50,0.7538,139.0,251317.0,252.33,0.5211,82.58,10,5
2024-10-26,vip_pass,120,14,2,12,0.8311,249.0,50492.46,420.77,0.9063,118.3,10,5
2024-10-27,standard_pass,1638,83,32,51,0.589,79.0,238128.88,145.38,0.3256,47.17,10,6
2024-10-27,premium_pass,930,79,18,61,0.7474,124.72,213579.87,229.66,0.6594,66.03,10,6
2024-10-27,vip_pass,137,12,2,10,0.8063,249.0,54942.52,401.04,0.9217,97.66,10,6
2024-10-28,standard_pass,967,103,19,84,0.65,79.0,155501.19,160.81,0.2407,67.6,10,0
2024-10-28,premium_pass,492,43,9,34,0.724,139.0,129579.77,263.37,0.5849,89.86,10,0
2024-10-28,vip_pass,81,4,1,3,0.8229,249.0,31875.51,393.52,0.8997,91.45,10,0
2024-10-29,standard_pass,1011,57,20,37,0.6051,79.0,149394.95,147.77,0.284,52.01,10,1
2024-10-29,premium_pass,580,38,11,27,0.7702,129.27,142330.29,245.4,0.5992,80.78,10,1
2024-10-29,vip_pass,74,5,1,4,0.8449,249.0,28940.58,391.09,0.878,90.29,10,1
2024-10-30,standard_pass,1027,109,20,89,0.6507,79.0,159417.44,155.23,0.2569,61.07,10,2
2024-10-30,premium_pass,585,63,11,52,0.6517,139.0,152360.09,260.44,0.5391,89.64,10,2
2024-10-30,vip_pass,91,7,1,6,0.827,249.0,35856.17,394.02,0.8154,96.92,10,2
2024-10-31,standard_pass,1146,96,22,74,0.628,79.0,188569.04,164.55,0.2045,73.48,10,3
2024-10-31,premium_pass,607,37,12,25,0.6932,117.94,139648.61,230.06,0.5607,79.04,10,3
2024-10-31,vip_pass,91,6,1,5,0.8452,249.0,36493.0,401.02,0.9171,97.91,10,3
2024-11-01,standard_pass,1092,89,21,68,0.6278,79.0,152376.45,139.54,0.2526,45.63,11,4
2024-11-01,premium_pass,661,68,13,55,0.7727,139.0,167592.16,253.54,0.4843,85.97,11,4
2024-11-01,vip_pass,87,9,1,8,0.8392,249.0,36860.45,423.68,0.9076,121.13,11,4
2024-11-02,standard_pass,1295,146,25,121,0.6453,79.0,179870.04,138.9,0.2108,47.46,11,5
2024-11-02,premium_pass,736,85,14,71,0.7481,139.0,186208.38,253.0,0.5921,79.07,11,5
2024-11-02,vip_pass,106,10,2,8,0.8561,203.44,35978.62,339.42,0.8607,85.2,11,5
2024-11-03,standard_pass,1425,151,28,123,0.6515,79.0,207925.81,145.91,0.2945,49.54,11,6
2024-11-03,premium_pass,723,55,14,41,0.7574,111.58,154795.28,214.1,0.6601,63.58,11,6
2024-11-03,vip_pass,106,12,2,10,0.865,249.0,43240.55,407.93,0.9465,103.08,11,6
2024-11-04,standard_pass,707,78,14,64,0.6331,79.0,108181.86,153.02,0.244,59.62,11,0
2024-11-04,premium_pass,459,53,9,44,0.7854,112.51,101072.96,220.2,0.6972,66.56,11,0
2024-11-04,vip_pass,58,5,1,4,0.8097,249.0,23040.22,397.25,0.9408,92.74,11,0
2024-11-05,standard_pass,783,52,15,37,0.609,79.0,115184.13,147.11,0.1845,57.22,11,1
2024-11-05,premium_pass,522,28,10,18,0.734,139.0,131326.35,251.58,0.5875,77.92,11,1
2024-11-05,vip_pass,68,6,1,5,0.8164,249.0,28321.95,416.5,0.8953,114.67,11,1
2024-11-06,standard_pass,813,47,16,31,0.6675,79.0,116144.94,142.86,0.2507,49.07,11,2
2024-11-06,premium_pass,468,46,9,37,0.7862,139.0,121321.76,259.23,0.6105,84.22,11,2
2024-11-06,vip_pass,67,4,1,3,0.8173,225.47,25885.36,386.35,0.945,105.13,11,2
2024-11-07,standard_pass,988,94,19,75,0.6253,79.0,133300.8,134.92,0.159,46.54,11,3
2024-11-07,premium_pass,531,31,10,21,0.6993,139.0,137012.25,258.03,0.524,88.11,11,3
2024-11-07,vip_pass,70,5,1,4,0.7992,249.0,29577.82,422.54,0.9013,120.36,11,3
2024-11-08,standard_pass,1080,81,21,60,0.658,74.88,166162.7,153.85,0.1788,68.42,11,4
2024-11-08,premium_pass,657,59,13,46,0.7534,139.0,163594.02,249.0,0.6228,73.25,11,4
2024-11-08,vip_pass,102,9,2,7,0.8567,249.0,44405.6,435.35,0.9383,130.99,11,4
2024-11-09,standard_pass,1235,108,24,84,0.676,79.0,178300.65,144.37,0.2605,50.0,11,5
2024-11-09,premium_pass,830,83,16,67,0.7478,139.0,201276.55,242.5,0.5371,71.81,11,5
2024-11-09,vip_pass,101,7,2,5,0.8944,249.0,43706.12,432.73,0.9647,126.81,11,5
2024-11-10,standard_pass,1222,71,24,47,0.6445,79.0,198955.57,162.81,0.2294,70.28,11,6
2024-11-10,premium_pass,756,89,15,74,0.7413,139.0,184250.51,243.72,0.5503,72.25,11,6
2024-11-10,vip_pass,117,6,2,4,0.8962,249.0,47338.36,404.6,0.98,97.78,11,6
2024-11-11,standard_pass,747,81,14,67,0.6647,79.0,118399.15,158.5,0.1972,67.87,11,0
2024-11-11,premium_pass,467,30,9,21,0.7818,139.0,124985.62,267.64,0.5899,93.83,11,0
2024-11-11,vip_pass,63,3,1,2,0.8457,249.0,27172.36,431.31,0.9136,128.4,11,0
2024-11-12,standard_pass,878,65,17,48,0.6567,79.0,139824.25,159.25,0.1994,68.49,11,1
2024-11-12,premium_pass,470,39,9,30,0.7334,139.0,117616.27,250.25,0.6454,73.17,11,1
2024-11-12,vip_pass,66,5,1,4,0.8147,249.0,28062.01,425.18,0.977,118.54,11,1
2024-11-13,standard_pass,824,57,16,41,0.6543,79.0,129566.13,157.24,0.234,64.43,11,2
2024-11-13,premium_pass,456,42,9,33,0.8404,139.0,108491.54,237.92,0.6113,62.85,11,2
2024-11-13,vip_pass,67,7,1,6,0.8037,200.6,24699.47,368.65,0.7998,120.86,11,2
2024-11-14,standard_pass,918,78,18,60,0.6742,79.0,128681.8,140.18,0.1776,50.7,11,3
2024-11-14,premium_pass,527,36,10,26,0.772,139.0,136134.17,258.32,0.5163,88.86,11,3
2024-11-14,vip_pass,74,4,1,3,0.8779,218.55,26778.78,361.88,0.9567,86.88,11,3
2024-11-15,standard_pass,1167,133,23,110,0.6513,79.0,194642.0,166.79,0.2447,73.35,11,4
2024-11-15,premium_pass,695,37,13,24,0.7022,139.0,172735.89,248.54,0.5695,75.94,11,4
2024-11-15,vip_pass,97,7,1,6,0.8304,249.0,40522.48,417.76,0.8569,118.2,11,4
2024-11-16,standard_pass,1300,150,26,124,0.657,79.0,182617.04,140.47,0.2651,45.84,11,5
2024-11-16,premium_pass,744,61,14,47,0.7775,139.0,185316.11,249.08,0.6829,69.79,11,5
2024-11-16,vip_pass,113,6,2,4,0.8752,249.0,49299.28,436.28,0.894,134.53,11,5
2024-11-17,standard_pass,1238,105,24,81,0.6301,79.0,188030.87,151.88,0.1247,65.53,11,6
2024-11-17,premium_pass,813,52,16,36,0.7402,139.0,205955.43,253.33,0.617,77.92,11,6
2024-11-17,vip_pass,117,6,2,4,0.8582,249.0,46459.38,397.09,0.9005,94.96,11,6
2024-11-18,standard_pass,756,58,15,43,0.6543,79.0,126478.74,167.3,0.2313,74.65,11,0
2024-11-18,premium_pass,444,24,8,16,0.7369,139.0,116145.39,261.59,0.4987,93.16,11,0
2024-11-18,vip_pass,67,4,1,3,0.8776,249.0,29096.96,434.28,0.9526,129.08,11,0
2024-11-19,standard_pass,818,85,16,69,0.7023,64.69,118300.37,144.62,0.3227,60.89,11,1
2024-11-19,premium_pass,453,23,9,14,0.7787,139.0,116432.44,257.03,0.6962,76.95,11,1
2024-11-19,vip_pass,62,5,1,4,0.7754,249.0,24537.12,395.76,0.8847,94.56,11,1
2024-11-20,standard_pass,883,69,17,52,0.6465,79.0,138226.83,156.54,0.2027,65.58,11,2
2024-11-20,premium_pass,549,37,10,27,0.727,139.0,142873.47,260.24,0.5834,86.82,11,2
2024-11-20,vip_pass,74,7,1,6,0.8374,249.0,32171.01,434.74,0.9239,131.23,11,2
2024-11-21,standard_pass,915,53,18,35,0.6178,79.0,138800.0,151.69,0.2241,59.47,11,3
2024-11-21,premium_pass,545,27,10,17,0.7488,139.0,132164.58,242.5,0.5098,73.43,11,3
2024-11-21,vip_pass,74,7,1,6,0.7825,249.0,29716.52,401.57,0.9608,95.88,11,3
2024-11-22,standard_pass,1259,74,25,49,0.6423,79.0,201677.59,160.19,0.2165,68.41,11,4
2024-11-22,premium_pass,631,35,12,23,0.7418,128.04,157256.85,249.22,0.5793,87.0,11,4
2024-11-22,vip_pass,103,11,2,9,0.8199,249.0,44389.13,430.96,0.9269,127.28,11,4
2024-11-23,standard_pass,1424,121,28,93,0.6675,79.0,235064.42,165.07,0.1975,74.42,11,5
2024-11-23,premium_pass,730,48,14,34,0.769,139.0,170612.67,233.72,0.5489,62.33,11,5
2024-11-23,vip_pass,123,6,2,4,0.8173,249.0,51553.26,419.13,0.9729,112.73,11,5
2024-11-24,standard_pass,1400,160,28,132,0.6739,79.0,206229.91,147.31,0.1612,58.8,11,6
2024-11-24,premium_pass,772,48,15,33,0.7488,122.86,177173.07,229.5,0.4923,77.6,11,6
2024-11-24,vip_pass,100,8,2,6,0.8382,249.0,38258.46,382.58,0.8163,85.42,11,6
2024-11-25,standard_pass,1050,104,21,83,0.6349,79.0,173450.49,165.19,0.2125,73.66,11,0
2024-11-25,premium_pass,552,40,11,29,0.7593,139.0,133545.2,241.93,0.5163,72.47,11,0
2024-11-25,vip_pass,86,7,1,6,0.791,249.0,32947.19,383.11,0.8273,85.29,11,0
2024-11-26,standard_pass,971,108,19,89,0.6566,79.0,139614.13,143.78,0.1977,53.12,11,1
2024-11-26,premium_pass,602,54,12,42,0.7389,139.0,149423.24,248.21,0.5907,74.36,11,1
2024-11-26,vip_pass,87,4,1,3,0.8467,249.0,34940.84,401.62,0.8904,100.08,11,1
2024-11-27,standard_pass,1097,120,21,99,0.6246,66.19,169508.01,154.52,0.2663,72.62,11,2
2024-11-27,premium_pass,665,58,13,45,0.6987,139.0,169683.26,255.16,0.6415,78.32,11,2
2024-11-27,vip_pass,86,5,1,4,0.8517,249.0,37146.62,431.94,0.9231,128.48,11,2
2024-11-28,standard_pass,768,51,15,36,0.6247,79.0,118215.15,153.93,0.2521,60.05,11,3
2024-11-28,premium_pass,444,25,8,17,0.7378,139.0,112931.29,254.35,0.4527,88.64,11,3
2024-11-28,vip_pass,56,5,1,4,0.8459,249.0,23161.65,413.6,1.0,105.6,11,3
2024-11-29,standard_pass,1389,134,27,107,0.7164,79.0,229659.12,165.34,0.2396,72.21,11,4
2024-11-29,premium_pass,888,49,17,32,0.7974,139.0,221660.25,249.62,0.5645,77.31,11,4
2024-11-29,vip_pass,134,9,2,7,0.8563,249.0,56546.01,421.99,0.9102,119.29,11,4
2024-11-30,standard_pass,1440,80,28,52,0.638,79.0,211057.35,146.57,0.2608,52.18,11,5
2024-11-30,premium_pass,771,52,15,37,0.7255,139.0,194343.93,252.07,0.56,80.03,11,5
2024-11-30,vip_pass,110,8,2,6,0.8438,249.0,44630.54,405.73,0.9344,101.6,11,5
2024-12-01,standard_pass,1274,210,25,185,0.6391,79.0,180662.83,141.81,0.1766,52.39,12,6
2024-12-01,premium_pass,646,105,12,93,0.7608,139.0,165060.27,255.51,0.6284,79.44,12,6
2024-12-01,vip_pass,101,21,2,19,0.8454,249.0,42609.37,421.87,0.9012,119.71,12,6
2024-12-02,standard_pass,650,121,13,108,0.6683,72.56,85112.02,130.94,0.116,51.53,12,0
2024-12-02,premium_pass,434,99,8,91,0.7986,139.0,107150.36,246.89,0.6008,72.44,12,0
2024-12-02,vip_pass,63,11,1,10,0.8772,249.0,25500.23,404.77,0.9428,100.14,12,0
2024-12-03,standard_pass,758,175,15,160,0.6524,79.0,126068.09,166.32,0.2579,72.1,12,1
2024-12-03,premium_pass,410,71,8,63,0.7757,139.0,102246.53,249.38,0.6077,74.53,12,1
2024-12-03,vip_pass,58,11,1,10,0.8072,249.0,22571.81,389.17,0.8711,88.78,12,1
2024-12-04,standard_pass,863,166,17,149,0.6258,79.0,121015.93,140.23,0.2294,47.69,12,2
2024-12-04,premium_pass,516,119,10,109,0.7047,139.0,126229.23,244.63,0.569,72.06,12,2
2024-12-04,vip_pass,62,12,1,11,0.8625,249.0,27194.97,438.63,0.9305,134.73,12,2
2024-12-05,standard_pass,885,139,17,122,0.6643,79.0,118962.04,134.42,0.1327,47.59,12,3
2024-12-05,premium_pass,449,87,8,79,0.7577,139.0,110804.18,246.78,0.6397,70.04,12,3
2024-12-05,vip_pass,68,11,1,10,0.8146,249.0,29321.83,431.2,0.8799,130.29,12,3
2024-12-06,standard_pass,1182,204,23,181,0.6396,73.51,180664.95,152.85,0.2585,64.08,12,4
2024-12-06,premium_pass,587,113,11,102,0.78,139.0,155669.58,265.2,0.5351,94.62,12,4
2024-12-06,vip_pass,81,15,1,14,0.8486,249.0,33548.17,414.17,0.7409,121.46,12,4
2024-12-07,standard_pass,1354,330,27,303,0.6622,79.0,220436.58,162.8,0.2378,69.78,12,5
2024-12-07,premium_pass,706,134,14,120,0.7395,139.0,184336.45,261.1,0.4821,93.66,12,5
2024-12-07,vip_pass,101,16,2,14,0.8093,207.39,37371.51,370.01,0.9221,108.22,12,5
2024-12-08,standard_pass,1198,275,23,252,0.6353,79.0,181091.4,151.16,0.2994,54.49,12,6
2024-12-08,premium_pass,747,115,14,101,0.7171,139.0,198446.09,265.66,0.5766,92.64,12,6
2024-12-08,vip_pass,108,23,2,21,0.9072,249.0,46432.73,429.93,0.8075,133.29,12,6
2024-12-09,standard_pass,678,156,13,143,0.6324,79.0,99870.56,147.3,0.189,57.15,12,0
2024-12-09,premium_pass,456,72,9,63,0.7753,139.0,108877.73,238.77,0.5812,65.48,12,0
2024-12-09,vip_pass,58,12,1,11,0.7901,249.0,22355.62,385.44,0.8111,88.59,12,0
2024-12-10,standard_pass,723,175,14,161,0.6531,67.08,104353.74,144.33,0.2275,63.84,12,1
2024-12-10,premium_pass,426,102,8,94,0.7311,139.0,113879.27,267.32,0.5898,93.52,12,1
2024-12-10,vip_pass,58,11,1,10,0.8043,249.0,23927.35,412.54,0.8413,113.9,12,1
2024-12-11,standard_pass,884,177,17,160,0.6562,79.0,141903.67,160.52,0.1838,70.68,12,2
2024-12-11,premium_pass,466,78,9,69,0.7676,139.0,120266.98,258.08,0.5463,86.85,12,2
2024-12-11,vip_pass,63,11,1,10,0.8505,249.0,25103.39,398.47,0.9173,95.34,12,2
2024-12-12,standard_pass,830,136,16,120,0.5579,79.0,138755.4,167.18,0.2589,72.9,12,3
2024-12-12,premium_pass,487,96,9,87,0.7063,139.0,113616.49,233.3,0.5589,61.32,12,3
2024-12-12,vip_pass,73,12,1,11,0.8426,249.0,29940.52,410.14,0.938,105.8,12,3
2024-12-13,standard_pass,1183,201,23,178,0.6291,79.0,172181.52,145.55,0.1723,56.38,12,4
2024-12-13,premium_pass,681,144,13,131,0.7704,115.58,156087.6,229.2,0.5731,79.81,12,4
2024-12-13,vip_pass,92,14,1,13,0.8811,249.0,38356.46,416.92,0.8646,116.91,12,4
2024-12-14,standard_pass,1214,193,24,169,0.6189,79.0,182870.79,150.63,0.2098,59.26,12,5
2024-12-14,premium_pass,708,160,14,146,0.691,139.0,186563.42,263.51,0.5789,90.35,12,5
2024-12-14,vip_pass,108,16,2,14,0.8755,207.74,42365.35,392.27,0.9391,129.12,12,5
2024-12-15,standard_pass,1098,247,21,226,0.5714,72.91,151389.58,137.88,0.1555,55.79,12,6
2024-12-15,premium_pass,714,155,14,141,0.7525,139.0,176585.55,247.32,0.5818,73.99,12,6
2024-12-15,vip_pass,110,23,2,21,0.8087,249.0,44578.04,405.25,0.9008,103.11,12,6
2024-12-16,standard_pass,743,146,14,132,0.6629,68.1,103063.98,138.71,0.1562,61.4,12,0
2024-12-16,premium_pass,414,93,8,85,0.7654,115.25,95250.67,230.07,0.6109,78.78,12,0
2024-12-16,vip_pass,65,15,1,14,0.8155,249.0,26929.41,414.3,0.9621,108.54,12,0
2024-12-17,standard_pass,712,109,14,95,0.6432,79.0,109615.2,153.95,0.2129,62.39,12,1
2024-12-17,premium_pass,461,111,9,102,0.7859,115.09,107840.28,233.93,0.5041,89.09,12,1
2024-12-17,vip_pass,67,12,1,11,0.8484,208.21,23533.81,351.25,0.8073,95.41,12,1
2024-12-18,standard_pass,769,177,15,162,0.6243,79.0,123920.53,161.15,0.1894,70.97,12,2
2024-12-18,premium_pass,448,70,8,62,0.7888,139.0,116299.77,259.6,0.5425,88.59,12,2
2024-12-18,vip_pass,73,16,1,15,0.8252,235.96,29137.11,399.14,1.0,104.17,12,2
2024-12-19,standard_pass,795,172,15,157,0.6694,79.0,115711.96,145.55,0.1386,58.37,12,3
2024-12-19,premium_pass,532,93,10,83,0.8009,139.0,135038.29,253.83,0.4643,87.44,12,3
2024-12-19,vip_pass,69,14,1,13,0.8735,206.86,25413.85,368.32,0.883,109.35,12,3
2024-12-20,standard_pass,1161,235,23,212,0.6491,79.0,165859.29,142.86,0.2588,48.59,12,4
2024-12-20,premium_pass,668,116,13,103,0.7509,139.0,175352.52,262.5,0.6145,87.25,12,4
2024-12-20,vip_pass,83,17,1,16,0.8299,249.0,32855.84,395.85,0.8933,94.15,12,4
2024-12-21,standard_pass,1225,236,24,212,0.63,79.0,175210.8,143.03,0.2297,50.48,12,5
2024-12-21,premium_pass,745,159,14,145,0.7993,139.0,194558.66,261.15,0.5996,86.78,12,5
2024-12-21,vip_pass,103,20,2,18,0.8656,249.0,40902.71,397.11,0.997,89.29,12,5
2024-12-22,standard_pass,1115,270,22,248,0.6274,79.0,173809.9,155.88,0.2391,62.77,12,6
2024-12-22,premium_pass,756,116,15,101,0.7623,115.4,183230.84,242.37,0.5662,93.57,12,6
2024-12-22,vip_pass,103,18,2,16,0.8446,249.0,43603.71,423.34,0.9037,121.02,12,6
2024-12-23,standard_pass,1092,208,21,187,0.6523,79.0,171473.69,157.03,0.1508,69.13,12,0
2024-12-23,premium_pass,536,117,10,107,0.7757,122.33,132811.12,247.78,0.5876,90.78,12,0
2024-12-23,vip_pass,82,16,1,15,0.8249,249.0,35635.1,434.57,0.9037,132.26,12,0
2024-12-24,standard_pass,1024,200,20,180,0.6218,79.0,164395.31,160.54,0.2438,67.16,12,1
2024-12-24,premium_pass,670,142,13,129,0.7257,139.0,160091.27,238.94,0.5983,64.64,12,1
2024-12-24,vip_pass,94,16,1,15,0.8345,249.0,37610.66,400.11,0.9349,95.95,12,1
2024-12-25,standard_pass,480,101,9,92,0.6398,79.0,78897.53,164.37,0.2316,71.71,12,2
2024-12-25,premium_pass,270,62,5,57,0.665,139.0,69542.15,257.56,0.648,80.33,12,2
2024-12-25,vip_pass,42,8,0,8,0.8734,249.0,16533.19,393.65,0.9669,87.6,12,2
2024-12-26,standard_pass,1283,251,25,226,0.6237,79.0,206829.66,161.21,0.1797,71.6,12,3
2024-12-26,premium_pass,681,153,13,140,0.7484,139.0,175333.12,257.46,0.5339,86.97,12,3
2024-12-26,vip_pass,93,18,1,17,0.8154,249.0,39302.2,422.6,0.8482,123.56,12,3
